en:Andric-Most_na_Drine:0:shuff:4,cs:Andric-Most_na_Drine:0:shuff:5,extinguished,extinguish,zhasne,zhasnout,pf
en:Andric-Most_na_Drine:0:shuff:5347,cs:Andric-Most_na_Drine:0:shuff:5473,ran,run,prchali,prchat,impf
en:Andric-Most_na_Drine:0:shuff:5348,cs:Andric-Most_na_Drine:0:shuff:5474,seen,see,vidět,vidět,impf
en:Andric-Most_na_Drine:0:shuff:5348,cs:Andric-Most_na_Drine:0:shuff:5474,glowing,glow,svítí,svítit,impf
en:Andric-Most_na_Drine:0:shuff:5348,cs:Andric-Most_na_Drine:0:shuff:5474,shining,shine,svítí,svítit,impf
en:Andric-Most_na_Drine:0:shuff:5350,cs:Andric-Most_na_Drine:0:shuff:5476,said,say,říká,říkat,impf
en:Andric-Most_na_Drine:0:shuff:5350,cs:Andric-Most_na_Drine:0:shuff:5476,found,find,našel,najít,pf
en:Andric-Most_na_Drine:0:shuff:5353,cs:Andric-Most_na_Drine:0:shuff:5479,seemed,seem,Zdálo,zdát,impf
en:Andric-Most_na_Drine:0:shuff:5353,cs:Andric-Most_na_Drine:0:shuff:5479,calmed,calm,uklidnilo,uklidnit,pf
en:Andric-Most_na_Drine:0:shuff:5355,cs:Andric-Most_na_Drine:0:shuff:5481,asked,ask,žádá,žádat,impf
en:Andric-Most_na_Drine:0:shuff:5355,cs:Andric-Most_na_Drine:0:shuff:5481,convince,convince,přesvědčila,přesvědčit,pf
en:Andric-Most_na_Drine:0:shuff:5355,cs:Andric-Most_na_Drine:0:shuff:5481,reassure,reassure,uklidnila,uklidnit,pf
en:Andric-Most_na_Drine:0:shuff:5355,cs:Andric-Most_na_Drine:0:shuff:5481,replied,reply,odpovídají,odpovídat,impf
en:Andric-Most_na_Drine:0:shuff:5357,cs:Andric-Most_na_Drine:0:shuff:5483,explained,explain,nevysvětlují,vysvětlovat,impf
en:Andric-Most_na_Drine:0:shuff:5357,cs:Andric-Most_na_Drine:0:shuff:5483,affirmed,affirm,nepotvrzují,potvrzovat,impf
en:Andric-Most_na_Drine:0:shuff:5358,cs:Andric-Most_na_Drine:0:shuff:5484,change,change,měnit,měnit,impf
en:Andric-Most_na_Drine:0:shuff:5361,cs:Andric-Most_na_Drine:0:shuff:5488,grows,grow,roste,růst,impf
en:Andric-Most_na_Drine:0:shuff:5361,cs:Andric-Most_na_Drine:0:shuff:5488,raised,raise,roste,růst,impf
en:Andric-Most_na_Drine:0:shuff:5361,cs:Andric-Most_na_Drine:0:shuff:5488,remain,remain,zůstane,zůstat,pf
en:Andric-Most_na_Drine:0:shuff:5364,cs:Andric-Most_na_Drine:0:shuff:5491,change,change,nemění,měnit,impf
en:Andric-Most_na_Drine:0:shuff:5367,cs:Andric-Most_na_Drine:0:shuff:5494,rose,rise,vstává,vstávat,impf
en:Andric-Most_na_Drine:0:shuff:5367,cs:Andric-Most_na_Drine:0:shuff:5494,sat,sit,sedí,sedět,impf
en:Andric-Most_na_Drine:0:shuff:5371,cs:Andric-Most_na_Drine:0:shuff:5497,give,give,dát,dát,pf
en:Andric-Most_na_Drine:0:shuff:5371,cs:Andric-Most_na_Drine:0:shuff:5497,given,give,dát,dát,pf
en:Andric-Most_na_Drine:0:shuff:5371,cs:Andric-Most_na_Drine:0:shuff:5497,take,take,vzít,vzít,pf
en:Andric-Most_na_Drine:0:shuff:5371,cs:Andric-Most_na_Drine:0:shuff:5497,give,give,nedal,dát,pf
en:Andric-Most_na_Drine:0:shuff:5371,cs:Andric-Most_na_Drine:0:shuff:5497,given,give,nedal,dát,pf
en:Andric-Most_na_Drine:0:shuff:5372,cs:Andric-Most_na_Drine:0:shuff:5498,expressed,express,vysloví,vyslovit,pf
en:Andric-Most_na_Drine:0:shuff:5374,cs:Andric-Most_na_Drine:0:shuff:5500,burned,burn,hořelo,hořet,impf
en:Andric-Most_na_Drine:0:shuff:5374,cs:Andric-Most_na_Drine:0:shuff:5500,destroyed,destroy,ničily,ničit,impf
en:Andric-Most_na_Drine:0:shuff:5378,cs:Andric-Most_na_Drine:0:shuff:5504,passed,pass,překonal,překonat,pf
en:Andric-Most_na_Drine:0:shuff:5379,cs:Andric-Most_na_Drine:0:shuff:5505,built,build,vybudoval,vybudovat,pf
en:Andric-Most_na_Drine:0:shuff:5381,cs:Andric-Most_na_Drine:0:shuff:5508,appeared,appear,zdála,zdát,impf
en:Andric-Most_na_Drine:0:shuff:5381,cs:Andric-Most_na_Drine:0:shuff:5508,differed,differ,lišili,lišit,impf
en:Andric-Most_na_Drine:0:shuff:5381,cs:Andric-Most_na_Drine:0:shuff:5508,aroused,arouse,vyvolávali,vyvolávat,impf
en:Andric-Most_na_Drine:0:shuff:5383,cs:Andric-Most_na_Drine:0:shuff:5510,imagined,imagine,představit,představit,pf
en:Andric-Most_na_Drine:0:shuff:5386,cs:Andric-Most_na_Drine:0:shuff:5515,thought,think,Nepovažoval,považovat,impf
en:Andric-Most_na_Drine:0:shuff:5386,cs:Andric-Most_na_Drine:0:shuff:5515,obey,obey,neposlechnout,poslechnout,pf
en:Andric-Most_na_Drine:0:shuff:5386,cs:Andric-Most_na_Drine:0:shuff:5515,remain,remain,zůstat,zůstat,pf
en:Andric-Most_na_Drine:0:shuff:5387,cs:Andric-Most_na_Drine:0:shuff:5516,obeyed,obey,poslechl,poslechnout,pf
en:Andric-Most_na_Drine:0:shuff:5387,cs:Andric-Most_na_Drine:0:shuff:5516,went,go,odešel,odejít,pf
en:Andric-Most_na_Drine:0:shuff:5387,cs:Andric-Most_na_Drine:0:shuff:5516,returned,return,vrátil,vrátit,pf
en:Andric-Most_na_Drine:0:shuff:5389,cs:Andric-Most_na_Drine:0:shuff:5518,won,win,získal,získat,pf
en:Andric-Most_na_Drine:0:shuff:5389,cs:Andric-Most_na_Drine:0:shuff:5518,lost,lose,prohrál,prohrát,pf
en:Andric-Most_na_Drine:0:shuff:5391,cs:Andric-Most_na_Drine:0:shuff:5520,began,begin,začal,začít,pf
en:Andric-Most_na_Drine:0:shuff:5393,cs:Andric-Most_na_Drine:0:shuff:5522,blinked,blink,mrká,mrkat,impf
en:Andric-Most_na_Drine:0:shuff:5393,cs:Andric-Most_na_Drine:0:shuff:5522,repeating,repeat,opakuje,opakovat,impf
en:Andric-Most_na_Drine:0:shuff:5398,cs:Andric-Most_na_Drine:0:shuff:5527,passing,pass,přechází,přecházet,impf
en:Andric-Most_na_Drine:0:shuff:5398,cs:Andric-Most_na_Drine:0:shuff:5527,turned,turn,otáčí,otáčet,impf
en:Andric-Most_na_Drine:0:shuff:5399,cs:Andric-Most_na_Drine:0:shuff:5528,approaching,approach,přiblížil,přiblížit,pf
en:Andric-Most_na_Drine:0:shuff:5399,cs:Andric-Most_na_Drine:0:shuff:5528,made,make,nutí,nutit,impf
en:Andric-Most_na_Drine:0:shuff:5399,cs:Andric-Most_na_Drine:0:shuff:5528,run,run,utíkat,utíkat,impf
en:Andric-Most_na_Drine:0:shuff:5399,cs:Andric-Most_na_Drine:0:shuff:5528,curse,curse,nadávat,nadávat,impf
en:Andric-Most_na_Drine:0:shuff:5399,cs:Andric-Most_na_Drine:0:shuff:5528,threaten,threaten,hrozit,hrozit,impf
en:Andric-Most_na_Drine:0:shuff:5399,cs:Andric-Most_na_Drine:0:shuff:5528,beat,beat,bít,bít,impf
en:Andric-Most_na_Drine:0:shuff:5400,cs:Andric-Most_na_Drine:0:shuff:5529,ran,run,běželi,běžet,impf
en:Andric-Most_na_Drine:0:shuff:5400,cs:Andric-Most_na_Drine:0:shuff:5529,take,take,chytili,chytit,pf
en:Andric-Most_na_Drine:0:shuff:5400,cs:Andric-Most_na_Drine:0:shuff:5529,ran,run,ovládala,ovládat,impf
en:Andric-Most_na_Drine:0:shuff:5400,cs:Andric-Most_na_Drine:0:shuff:5529,watching,watch,pozorovala,pozorovat,impf
en:Andric-Most_na_Drine:0:shuff:5400,cs:Andric-Most_na_Drine:0:shuff:5529,waiting,wait,čekala,čekat,impf
en:Andric-Most_na_Drine:0:shuff:5401,cs:Andric-Most_na_Drine:0:shuff:5530,received,receive,dostali,dostat,pf
en:Andric-Most_na_Drine:0:shuff:5401,cs:Andric-Most_na_Drine:0:shuff:5530,leave,leave,opustit,opustit,pf
en:Andric-Most_na_Drine:0:shuff:5401,cs:Andric-Most_na_Drine:0:shuff:5530,place,place,dát,dát,pf
en:Andric-Most_na_Drine:0:shuff:5402,cs:Andric-Most_na_Drine:0:shuff:5531,come,come,Přišli,přijít,pf
en:Andric-Most_na_Drine:0:shuff:5402,cs:Andric-Most_na_Drine:0:shuff:5531,resting,rest,odpočívají,odpočívat,impf
en:Andric-Most_na_Drine:0:shuff:5402,cs:Andric-Most_na_Drine:0:shuff:5531,separated,separate,odděluje,oddělovat,impf
en:Andric-Most_na_Drine:0:shuff:5403,cs:Andric-Most_na_Drine:0:shuff:5532,awaited,await,čekají,čekat,impf
en:Andric-Most_na_Drine:0:shuff:5405,cs:Andric-Most_na_Drine:0:shuff:5534,moved,move,pohybují,pohybovat,impf
en:Andric-Most_na_Drine:0:shuff:5405,cs:Andric-Most_na_Drine:0:shuff:5534,demanded,demand,vyžaduje,vyžadovat,impf
en:Andric-Most_na_Drine:0:shuff:5406,cs:Andric-Most_na_Drine:0:shuff:5535,heard,hear,slyšet,slyšet,impf
en:Andric-Most_na_Drine:0:shuff:5407,cs:Andric-Most_na_Drine:0:shuff:5536,shining,shine,svítí,svítit,impf
en:Andric-Most_na_Drine:0:shuff:5407,cs:Andric-Most_na_Drine:0:shuff:5536,reigns,reign,vládne,vládnout,impf
en:Andric-Most_na_Drine:0:shuff:5411,cs:Andric-Most_na_Drine:0:shuff:5540,opened,open,otevřely,otevřít,pf
en:Andric-Most_na_Drine:0:shuff:5411,cs:Andric-Most_na_Drine:0:shuff:5540,threw,throw,otevřely,otevřít,pf
en:Andric-Most_na_Drine:0:shuff:5414,cs:Andric-Most_na_Drine:0:shuff:5546,saw,see,vidět,vidět,impf
en:Andric-Most_na_Drine:0:shuff:5414,cs:Andric-Most_na_Drine:0:shuff:5546,see,see,vidět,vidět,impf
en:Andric-Most_na_Drine:0:shuff:5414,cs:Andric-Most_na_Drine:0:shuff:5546,transformed,transform,proměňuje,proměňovat,impf
en:Andric-Most_na_Drine:0:shuff:5415,cs:Andric-Most_na_Drine:0:shuff:5547,let,let,Nechali,nechat,pf
en:Andric-Most_na_Drine:0:shuff:5416,cs:Andric-Most_na_Drine:0:shuff:5548,pretending,pretend,předstíral,předstírat,impf
en:Andric-Most_na_Drine:0:shuff:5417,cs:Andric-Most_na_Drine:0:shuff:5549,screamed,scream,řvát,řvát,impf
en:Andric-Most_na_Drine:0:shuff:5420,cs:Andric-Most_na_Drine:0:shuff:5552,began,begin,začali,začít,pf
en:Andric-Most_na_Drine:0:shuff:5423,cs:Andric-Most_na_Drine:0:shuff:5556,founded,found,založili,založit,pf
en:Andric-Most_na_Drine:0:shuff:5423,cs:Andric-Most_na_Drine:0:shuff:5556,acquired,acquire,získali,získat,pf
en:Andric-Most_na_Drine:0:shuff:5425,cs:Andric-Most_na_Drine:0:shuff:5558,given,give,uvedla,uvést,pf
en:Andric-Most_na_Drine:0:shuff:5425,cs:Andric-Most_na_Drine:0:shuff:5558,help,help,nepomáhali,pomáhat,impf
en:Andric-Most_na_Drine:0:shuff:5428,cs:Andric-Most_na_Drine:0:shuff:5561,wondered,wonder,divili,divit,impf
en:Andric-Most_na_Drine:0:shuff:5428,cs:Andric-Most_na_Drine:0:shuff:5561,began,begin,začali,začít,pf
en:Andric-Most_na_Drine:0:shuff:5428,cs:Andric-Most_na_Drine:0:shuff:5561,accustomed,accustom,zvykli,zvyknout,pf
en:Andric-Most_na_Drine:0:shuff:5428,cs:Andric-Most_na_Drine:0:shuff:5561,approve,approve,nesouhlasili,souhlasit,impf
en:Andric-Most_na_Drine:0:shuff:5432,cs:Andric-Most_na_Drine:0:shuff:5565,sent,send,poslali,poslat,pf
en:Andric-Most_na_Drine:0:shuff:5432,cs:Andric-Most_na_Drine:0:shuff:5565,maintain,maintain,udržovat,udržovat,impf
en:Andric-Most_na_Drine:0:shuff:5434,cs:Andric-Most_na_Drine:0:shuff:5567,came,come,přišla,přijít,pf
en:Andric-Most_na_Drine:0:shuff:5436,cs:Andric-Most_na_Drine:0:shuff:5569,worked,work,pracovalo,pracovat,impf
en:Andric-Most_na_Drine:0:shuff:5436,cs:Andric-Most_na_Drine:0:shuff:5569,work,work,pracovalo,pracovat,impf
en:Andric-Most_na_Drine:0:shuff:5437,cs:Andric-Most_na_Drine:0:shuff:5570,altered,alter,měnil,měnit,impf
en:Andric-Most_na_Drine:0:shuff:5438,cs:Andric-Most_na_Drine:0:shuff:5571,begun,begin,začínala,začínat,impf
en:Andric-Most_na_Drine:0:shuff:5438,cs:Andric-Most_na_Drine:0:shuff:5571,appeared,appear,objevili,objevit,pf
en:Andric-Most_na_Drine:0:shuff:5440,cs:Andric-Most_na_Drine:0:shuff:5573,went,go,Mířili,mířit,impf
en:Andric-Most_na_Drine:0:shuff:5440,cs:Andric-Most_na_Drine:0:shuff:5573,playing,play,hrála,hrát,impf
en:Andric-Most_na_Drine:0:shuff:5446,cs:Andric-Most_na_Drine:0:shuff:5579,began,begin,začali,začít,pf
en:Andric-Most_na_Drine:0:shuff:5447,cs:Andric-Most_na_Drine:0:shuff:5580,see,see,nevidíte,vidět,impf
en:Andric-Most_na_Drine:0:shuff:5448,cs:Andric-Most_na_Drine:0:shuff:5581,smiling,smile,směje,smát,impf
en:Andric-Most_na_Drine:0:shuff:5448,cs:Andric-Most_na_Drine:0:shuff:5581,laughed,laugh,směje,smát,impf
en:Andric-Most_na_Drine:0:shuff:5449,cs:Andric-Most_na_Drine:0:shuff:5582,remember,remember,napadnout,napadnout,pf
en:Andric-Most_na_Drine:0:shuff:5452,cs:Andric-Most_na_Drine:0:shuff:5584,see,see,Vidíte,vidět,impf
en:Andric-Most_na_Drine:0:shuff:5455,cs:Andric-Most_na_Drine:0:shuff:5587,said,say,říci,říci,pf
en:Andric-Most_na_Drine:0:shuff:5455,cs:Andric-Most_na_Drine:0:shuff:5587,spoken,speak,říci,říci,pf
en:Andric-Most_na_Drine:0:shuff:5455,cs:Andric-Most_na_Drine:0:shuff:5587,dreamed,dream,snilo,snít,impf
en:Andric-Most_na_Drine:0:shuff:5455,cs:Andric-Most_na_Drine:0:shuff:5587,said,say,mluvilo,mluvit,impf
en:Andric-Most_na_Drine:0:shuff:5455,cs:Andric-Most_na_Drine:0:shuff:5587,spoken,speak,mluvilo,mluvit,impf
en:Andric-Most_na_Drine:0:shuff:5455,cs:Andric-Most_na_Drine:0:shuff:5587,suffered,suffer,mělo,mít,impf
en:Andric-Most_na_Drine:0:shuff:5455,cs:Andric-Most_na_Drine:0:shuff:5587,died,die,umíralo,umírat,impf
en:Andric-Most_na_Drine:0:shuff:5455,cs:Andric-Most_na_Drine:0:shuff:5587,suffered,suffer,trpět,trpět,impf
en:Andric-Most_na_Drine:0:shuff:5455,cs:Andric-Most_na_Drine:0:shuff:5587,died,die,umírat,umírat,impf
en:Andric-Most_na_Drine:0:shuff:5457,cs:Andric-Most_na_Drine:0:shuff:5589,remained,remain,nezůstala,zůstat,pf
en:Andric-Most_na_Drine:0:shuff:5457,cs:Andric-Most_na_Drine:0:shuff:5589,disappeared,disappear,mizely,mizet,impf
en:Andric-Most_na_Drine:0:shuff:5460,cs:Andric-Most_na_Drine:0:shuff:5592,said,say,říci,říci,pf
en:Andric-Most_na_Drine:0:shuff:5460,cs:Andric-Most_na_Drine:0:shuff:5592,console,console,utěšit,utěšit,pf
en:Andric-Most_na_Drine:0:shuff:5460,cs:Andric-Most_na_Drine:0:shuff:5592,help,help,pomoci,pomoci,pf
en:Andric-Most_na_Drine:0:shuff:5460,cs:Andric-Most_na_Drine:0:shuff:5592,lost,lose,prohrál,prohrát,pf
en:Andric-Most_na_Drine:0:shuff:5461,cs:Andric-Most_na_Drine:0:shuff:5593,deceived,deceive,klamala,klamat,impf
en:Andric-Most_na_Drine:0:shuff:5461,cs:Andric-Most_na_Drine:0:shuff:5593,deceived,deceive,klamala,klamat,impf
en:Andric-Most_na_Drine:0:shuff:5461,cs:Andric-Most_na_Drine:0:shuff:5593,wanted,want,přáli,přát,impf
en:Andric-Most_na_Drine:0:shuff:5461,cs:Andric-Most_na_Drine:0:shuff:5593,deceived,deceive,klamáni,klamat,impf
en:Andric-Most_na_Drine:0:shuff:5461,cs:Andric-Most_na_Drine:0:shuff:5593,deceived,deceive,klamáni,klamat,impf
en:Andric-Most_na_Drine:0:shuff:5461,cs:Andric-Most_na_Drine:0:shuff:5593,determined,determine,rozhodnuti,rozhodnout,pf
en:Andric-Most_na_Drine:0:shuff:5461,cs:Andric-Most_na_Drine:0:shuff:5593,throw,throw,vyhodit,vyhodit,pf
en:Andric-Most_na_Drine:0:shuff:5461,cs:Andric-Most_na_Drine:0:shuff:5593,lose,lose,prohrát,prohrát,pf
en:Andric-Most_na_Drine:0:shuff:5464,cs:Andric-Most_na_Drine:0:shuff:5596,sat,sit,Sedí,sedět,impf
en:Andric-Most_na_Drine:0:shuff:5464,cs:Andric-Most_na_Drine:0:shuff:5596,smoked,smoke,kouří,kouřit,impf
en:Andric-Most_na_Drine:0:shuff:5464,cs:Andric-Most_na_Drine:0:shuff:5596,spoke,speak,mluví,mluvit,impf
en:Andric-Most_na_Drine:0:shuff:5468,cs:Andric-Most_na_Drine:0:shuff:5600,married,marry,provdaly,provdat,pf
en:Andric-Most_na_Drine:0:shuff:5470,cs:Andric-Most_na_Drine:0:shuff:5602,begun,begin,začali,začít,pf
en:Andric-Most_na_Drine:0:shuff:5470,cs:Andric-Most_na_Drine:0:shuff:5602,begun,begin,přišla,přijít,pf
en:Andric-Most_na_Drine:0:shuff:5470,cs:Andric-Most_na_Drine:0:shuff:5602,came,come,přišla,přijít,pf
en:Andric-Most_na_Drine:0:shuff:5471,cs:Andric-Most_na_Drine:0:shuff:5603,arrange,arrange,zařídil,zařídit,pf
en:Andric-Most_na_Drine:0:shuff:5472,cs:Andric-Most_na_Drine:0:shuff:5604,work,work,pracovali,pracovat,impf
en:Andric-Most_na_Drine:0:shuff:5474,cs:Andric-Most_na_Drine:0:shuff:5606,find,find,našel,najít,pf
en:Andric-Most_na_Drine:0:shuff:5476,cs:Andric-Most_na_Drine:0:shuff:5608,agree,agree,souhlasila,souhlasit,impf
en:Andric-Most_na_Drine:0:shuff:5478,cs:Andric-Most_na_Drine:0:shuff:5610,put,put,položila,položit,pf
en:Andric-Most_na_Drine:0:shuff:5479,cs:Andric-Most_na_Drine:0:shuff:5611,felt,feel,Ucítil,ucítit,pf
en:Andric-Most_na_Drine:0:shuff:5481,cs:Andric-Most_na_Drine:0:shuff:5613,destroyed,destroy,zmařilo,zmařit,pf
en:Andric-Most_na_Drine:0:shuff:5482,cs:Andric-Most_na_Drine:0:shuff:5614,began,begin,začal,začít,pf
en:Andric-Most_na_Drine:0:shuff:5484,cs:Andric-Most_na_Drine:0:shuff:5616,cover,cover,uhradila,uhradit,pf
en:Andric-Most_na_Drine:0:shuff:5485,cs:Andric-Most_na_Drine:0:shuff:5617,said,say,povídal,povídat,impf
en:Andric-Most_na_Drine:0:shuff:5485,cs:Andric-Most_na_Drine:0:shuff:5617,listening,listen,neposlouchala,poslouchat,impf
en:Andric-Most_na_Drine:0:shuff:5485,cs:Andric-Most_na_Drine:0:shuff:5617,thinking,think,myslela,myslet,impf
en:Andric-Most_na_Drine:0:shuff:5486,cs:Andric-Most_na_Drine:0:shuff:5618,thinking,think,myslela,myslet,impf
en:Andric-Most_na_Drine:0:shuff:5490,cs:Andric-Most_na_Drine:0:shuff:5621,listened,listen,naslouchali,naslouchat,impf
en:Andric-Most_na_Drine:0:shuff:5490,cs:Andric-Most_na_Drine:0:shuff:5621,looking,look,dívali,dívat,impf
en:Andric-Most_na_Drine:0:shuff:5490,cs:Andric-Most_na_Drine:0:shuff:5621,trying,try,snažili,snažit,impf
en:Andric-Most_na_Drine:0:shuff:5490,cs:Andric-Most_na_Drine:0:shuff:5621,think,think,přemýšlet,přemýšlet,impf
en:Andric-Most_na_Drine:0:shuff:5493,cs:Andric-Most_na_Drine:0:shuff:5625,began,begin,začal,začít,pf
en:Andric-Most_na_Drine:0:shuff:5493,cs:Andric-Most_na_Drine:0:shuff:5625,give,give,vydávat,vydávat,impf
en:Andric-Most_na_Drine:0:shuff:5493,cs:Andric-Most_na_Drine:0:shuff:5625,question,question,vyslýchat,vyslýchat,impf
en:Andric-Most_na_Drine:0:shuff:5494,cs:Andric-Most_na_Drine:0:shuff:5626,filled,fill,naplnila,naplnit,pf
en:Andric-Most_na_Drine:0:shuff:5494,cs:Andric-Most_na_Drine:0:shuff:5626,heard,hear,slyšet,slyšet,impf
en:Andric-Most_na_Drine:0:shuff:5496,cs:Andric-Most_na_Drine:0:shuff:5628,seen,see,vidět,vidět,impf
en:Andric-Most_na_Drine:0:shuff:5497,cs:Andric-Most_na_Drine:0:shuff:5629,swam,swim,plaval,plavat,impf
en:Andric-Most_na_Drine:0:shuff:5497,cs:Andric-Most_na_Drine:0:shuff:5629,danced,dance,tančil,tančit,impf
en:Andric-Most_na_Drine:0:shuff:5498,cs:Andric-Most_na_Drine:0:shuff:5630,fixed,fix,nasadil,nasadit,pf
en:Andric-Most_na_Drine:0:shuff:5499,cs:Andric-Most_na_Drine:0:shuff:5631,reigns,reign,vládne,vládnout,impf
en:Andric-Most_na_Drine:0:shuff:5499,cs:Andric-Most_na_Drine:0:shuff:5631,returned,return,vraceli,vracet,impf
en:Andric-Most_na_Drine:0:shuff:5500,cs:Andric-Most_na_Drine:0:shuff:5632,drove,drive,nutila,nutit,impf
en:Andric-Most_na_Drine:0:shuff:5500,cs:Andric-Most_na_Drine:0:shuff:5632,drove,drive,nutila,nutit,impf
en:Andric-Most_na_Drine:0:shuff:5502,cs:Andric-Most_na_Drine:0:shuff:5634,brought,bring,přinášelo,přinášet,impf
en:Andric-Most_na_Drine:0:shuff:5503,cs:Andric-Most_na_Drine:0:shuff:5635,wanted,want,nechtěl,chtít,impf
en:Andric-Most_na_Drine:0:shuff:5503,cs:Andric-Most_na_Drine:0:shuff:5635,wished,wish,nechtěl,chtít,impf
en:Andric-Most_na_Drine:0:shuff:5503,cs:Andric-Most_na_Drine:0:shuff:5635,wanted,want,nechtěl,chtít,impf
en:Andric-Most_na_Drine:0:shuff:5503,cs:Andric-Most_na_Drine:0:shuff:5635,wished,wish,nechtěl,chtít,impf
en:Andric-Most_na_Drine:0:shuff:5503,cs:Andric-Most_na_Drine:0:shuff:5635,wanted,want,chtěl,chtít,impf
en:Andric-Most_na_Drine:0:shuff:5503,cs:Andric-Most_na_Drine:0:shuff:5635,wished,wish,chtěl,chtít,impf
en:Andric-Most_na_Drine:0:shuff:5504,cs:Andric-Most_na_Drine:0:shuff:5636,achieve,achieve,dosáhnout,dosáhnout,pf
en:Andric-Most_na_Drine:0:shuff:5505,cs:Andric-Most_na_Drine:0:shuff:5637,understand,understand,nerozumí,rozumět,impf
en:Andric-Most_na_Drine:0:shuff:5506,cs:Andric-Most_na_Drine:0:shuff:5638,gathered,gather,shromažďují,shromažďovat,impf
en:Andric-Most_na_Drine:0:shuff:5506,cs:Andric-Most_na_Drine:0:shuff:5638,wanted,want,chtějí,chtít,impf
en:Andric-Most_na_Drine:0:shuff:5506,cs:Andric-Most_na_Drine:0:shuff:5638,show,show,ukázat,ukázat,pf
en:Andric-Most_na_Drine:0:shuff:5506,cs:Andric-Most_na_Drine:0:shuff:5638,see,see,vidět,vidět,impf
en:Andric-Most_na_Drine:0:shuff:5506,cs:Andric-Most_na_Drine:0:shuff:5638,seen,see,vidět,vidět,impf
en:Andric-Most_na_Drine:0:shuff:5507,cs:Andric-Most_na_Drine:0:shuff:5639,sat,sit,usadí,usadit,pf
en:Andric-Most_na_Drine:0:shuff:5511,cs:Andric-Most_na_Drine:0:shuff:5643,reckoning,reckon,počítal,počítat,impf
en:Andric-Most_na_Drine:0:shuff:5511,cs:Andric-Most_na_Drine:0:shuff:5643,prayed,pray,modlí,modlit,impf
en:Andric-Most_na_Drine:0:shuff:5511,cs:Andric-Most_na_Drine:0:shuff:5643,shouted,shout,křikl,křiknout,pf
en:Andric-Most_na_Drine:0:shuff:5516,cs:Andric-Most_na_Drine:0:shuff:5647,building,build,budují,budovat,impf
en:Andric-Most_na_Drine:0:shuff:5517,cs:Andric-Most_na_Drine:0:shuff:5648,sat,sit,sedí,sedět,impf
en:Andric-Most_na_Drine:0:shuff:5518,cs:Andric-Most_na_Drine:0:shuff:5649,brought,bring,přinášejí,přinášet,impf
en:Andric-Most_na_Drine:0:shuff:5520,cs:Andric-Most_na_Drine:0:shuff:5652,filled,fill,zaplní,zaplnit,pf
en:Andric-Most_na_Drine:0:shuff:5521,cs:Andric-Most_na_Drine:0:shuff:5653,called,call,říkalo,říkat,impf
en:Andric-Most_na_Drine:0:shuff:5521,cs:Andric-Most_na_Drine:0:shuff:5653,opened,open,otevřel,otevřít,pf
en:Andric-Most_na_Drine:0:shuff:5521,cs:Andric-Most_na_Drine:0:shuff:5653,ran,run,vedl,vést,impf
en:Andric-Most_na_Drine:0:shuff:5521,cs:Andric-Most_na_Drine:0:shuff:5653,set,set,zařídili,zařídit,pf
en:Andric-Most_na_Drine:0:shuff:5522,cs:Andric-Most_na_Drine:0:shuff:5654,built,build,vybudoval,vybudovat,pf
en:Andric-Most_na_Drine:0:shuff:5525,cs:Andric-Most_na_Drine:0:shuff:5658,felt,feel,pocítili,pocítit,pf
en:Andric-Most_na_Drine:0:shuff:5526,cs:Andric-Most_na_Drine:0:shuff:5659,looked,look,podívali,podívat,pf
en:Andric-Most_na_Drine:0:shuff:5527,cs:Andric-Most_na_Drine:0:shuff:5660,felt,feel,cítili,cítit,impf
en:Andric-Most_na_Drine:0:shuff:5528,cs:Andric-Most_na_Drine:0:shuff:5661,intervened,intervene,zasahují,zasahovat,impf
en:Andric-Most_na_Drine:0:shuff:5529,cs:Andric-Most_na_Drine:0:shuff:5662,preparing,prepare,připravují,připravovat,impf
en:Andric-Most_na_Drine:0:shuff:5530,cs:Andric-Most_na_Drine:0:shuff:5663,begun,begin,začal,začít,pf
en:Andric-Most_na_Drine:0:shuff:5530,cs:Andric-Most_na_Drine:0:shuff:5663,dance,dance,tančit,tančit,impf
en:Andric-Most_na_Drine:0:shuff:5530,cs:Andric-Most_na_Drine:0:shuff:5663,calmed,calm,neuklidnil,uklidnit,pf
en:Andric-Most_na_Drine:0:shuff:5531,cs:Andric-Most_na_Drine:0:shuff:5664,tormented,torment,mučila,mučit,impf
en:Andric-Most_na_Drine:0:shuff:5531,cs:Andric-Most_na_Drine:0:shuff:5664,show,show,předvést,předvést,pf
en:Andric-Most_na_Drine:0:shuff:5532,cs:Andric-Most_na_Drine:0:shuff:5665,come,come,Přijde,přijít,pf
en:Andric-Most_na_Drine:0:shuff:5532,cs:Andric-Most_na_Drine:0:shuff:5665,want,want,nechce,chtít,impf
en:Andric-Most_na_Drine:0:shuff:5532,cs:Andric-Most_na_Drine:0:shuff:5665,come,come,jezdit,jezdit,impf
en:Andric-Most_na_Drine:0:shuff:5532,cs:Andric-Most_na_Drine:0:shuff:5665,ride,ride,jezdit,jezdit,impf
en:Andric-Most_na_Drine:0:shuff:5532,cs:Andric-Most_na_Drine:0:shuff:5665,go,go,jezdit,jezdit,impf
en:Andric-Most_na_Drine:0:shuff:5532,cs:Andric-Most_na_Drine:0:shuff:5665,going,go,jezdit,jezdit,impf
en:Andric-Most_na_Drine:0:shuff:5533,cs:Andric-Most_na_Drine:0:shuff:5666,drive,drive,poháněli,pohánět,impf
